Dance,Justin Timberlake,Cry Me a River,7Lf7oSEVdzZqTA0kEDSlS5,77,0.575,0.624,288333,0.653,0,G#,0.104,-6.582,Minor,0.176,73.884,4/4,0.565
Dance,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),37FXw5QGFN7uwwsLy8uAc0,72,0.621,0.728,217707,0.563,0,C#,0.179,-8.053,Minor,0.134,100.017,4/4,0.352
Dance,Bruno Mars,Talking to the Moon,161DnLWsx1i3u1JT05lzqU,73,0.512,0.523,217867,0.606,0,C#,0.106,-4.754,Minor,0.0301,145.837,4/4,0.065
Dance,Lady Gaga,Look What I Found,6Id5RM56PFn2hB4I0ox0WA,77,0.456,0.849,175240,0.493,0.000463,C#,0.133,-4.1,Minor,0.0417,97.012,4/4,0.447
Dance,Clean Bandit,Solo (feat. Demi Lovato),6kPJZM97LwdG9QIsT7khp6,87,0.0441,0.737,222653,0.636,6.66e-05,B,0.35,-4.546,Minor,0.0437,105.005,4/4,0.565
Dance,DJ Snake,Let Me Love You,0lYBSQXN6rCTvUZvg9S0lU,82,0.0771,0.652,205947,0.713,1.02e-05,G#,0.144,-5.311,Major,0.0368,100.023,4/4,0.152
Dance,Bruno Mars,Locked Out Of Heaven,3w3y8KPTfNeOKPiqUTakBh,79,0.049,0.726,233478,0.698,0,F,0.309,-4.165,Major,0.0431,143.994,4/4,0.867
Dance,Jack & Jack,No One Compares To You,4cZ3UsiKd1kUQIaq4BFIj2,78,0.127,0.7,182920,0.748,0,C#,0.0941,-6.044,Major,0.0434,111.939,4/4,0.631
Dance,Florence + The Machine,Dog Days Are Over,1YLJVmuzeM2YSUkCCaTNUB,70,0.0416,0.492,251840,0.81,0.00379,G,0.117,-5.315,Major,0.0847,149.954,4/4,0.245
Dance,Calvin Harris,This Is What You Came For,0azC730Exh71aQlOt9Zj3y,81,0.199,0.63,222160,0.928,0.124,A,0.148,-2.787,Minor,0.0331,123.963,4/4,0.465
Dance,James Arthur,Can I Be Him,0VhgEqMTNZwYL1ARDLLNCX,79,0.308,0.696,246880,0.543,0,B,0.0939,-6.164,Major,0.0489,107.969,4/4,0.479
Dance,One Direction,Story of My Life,4nVBt6MZDDP6tRVdQTgxJg,79,0.225,0.6,245493,0.663,0,D#,0.119,-5.802,Major,0.0477,121.07,4/4,0.286
Dance,Harry Styles,Sign of the Times,5Ohxk2dO5COHF1krpoPigN,79,0.0275,0.516,340707,0.595,0,F,0.109,-4.63,Major,0.0313,119.972,4/4,0.222
Dance,Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",5CLGzJsGqhCEECcpnFQA8x,85,0.194,0.653,210773,0.809,0,C,0.165,-4.057,Major,0.0474,92.213,4/4,0.55
Dance,Rihanna,Bitch Better Have My Money,0NTMtAO2BV4tnGvw9EgBVq,77,0.0538,0.778,219306,0.741,2.04e-06,A#,0.29,-4.97,Minor,0.0484,102.95,4/4,0.364
Dance,Tears For Fears,Everybody Wants To Rule The World,4RvWPyQ5RL0ao9LPZeSouE,81,0.372,0.638,251489,0.8,0.00553,G,0.113,-12.077,Major,0.0572,112.055,4/4,0.569
Dance,Dua Lipa,IDGAF - Darius Remix,1bv7VSXNGO1Rs4crdd3Nhd,0,0.319,0.711,406050,0.551,0.0133,E,0.0858,-6.107,Minor,0.0433,97.002,4/4,0.0637
Dance,Alec Benjamin,Let Me Down Slowly (feat. Alessia Cara),1roCmBlcpV7LzsmB7pmCyt,77,0.716,0.655,169175,0.569,7.4e-06,C#,0.135,-5.018,Minor,0.0349,150.267,4/4,0.44
Dance,Kacey Musgraves,"Oh, What A World",5ToJzoVfLYyF7ohMOBNObi,70,0.642,0.503,241467,0.536,0.00143,E,0.111,-7.229,Major,0.0259,90.966,4/4,0.21
